query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
46,What diagnosis is most commonly treated with Interpersonal Therapy?,0.21977188989255456,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
47,How many patients received Mindfulness-Based Therapy?,1.350541224549904,"""The result is [DP]130[/DP].""","""The result is 129.29.""","""The result is 134.0.""","""The result is 131.45.""","""The result is 129.0.""","""The result is [DP]1.9839[/DP].""","""The result is [DP]942.7012[/DP].""","""The result is [DP]91.0713[/DP].""","""The result is [DP]564.7717[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]431.1227[/DP]."""
48,What is the average symptom severity for patients in Mindfulness-Based Therapy?,0.9181457884751146,"""The result is [DP]7.56[/DP].""","""The result is 8.57.""","""The result is 6.56.""","""The result is 3.68.""","""The result is 6.56.""","""The result is [DP]709.3056[/DP].""","""The result is [DP]246.9448[/DP].""","""The result is [DP]31.8541[/DP].""","""The result is [DP]999.3931[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.1507[/DP]."""
49,What diagnosis is most commonly treated with Mindfulness-Based Therapy?,0.25312319302722175,"""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder"""
50,How many patients received Cognitive Behavioral Therapy?,0.1,"""The result is [DP]117[/DP].""","""The result is 132.07.""","""The result is 118.0.""","""The result is 117.19.""","""The result is 131.0.""","""The result is [DP]1.454[/DP].""","""The result is [DP]599.0063[/DP].""","""The result is [DP]492.4646[/DP].""","""The result is [DP]915.8367[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]506.3832[/DP]."""
51,What is the average symptom severity for patients in Cognitive Behavioral Therapy?,0.9145856197269706,"""The result is [DP]7.31[/DP].""","""The result is 7.97.""","""The result is 6.31.""","""The result is 4.09.""","""The result is 7.31.""","""The result is [DP]0.1335[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.3113[/DP].""","""The result is [DP]0.08[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.4836[/DP]."""
52,What diagnosis is most commonly treated with Cognitive Behavioral Therapy?,0.25312319302722175,"""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder"""
53,How many patients received Dialectical Behavioral Therapy?,0.4216476246561033,"""The result is [DP]129[/DP].""","""The result is 129.88.""","""The result is 127.0.""","""The result is 121.91.""","""The result is 131.0.""","""The result is [DP]997.0023[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]631.3647[/DP].""","""The result is [DP]991.8137[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]101.564[/DP]."""
54,What is the average symptom severity for patients in Dialectical Behavioral Therapy?,0.5226303807974494,"""The result is [DP]7.33[/DP].""","""The result is 6.69.""","""The result is 7.33.""","""The result is 4.82.""","""The result is 0.""","""The result is [DP]0.1382[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]84.3503[/DP].""","""The result is [DP]0.0082[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]25.0405[/DP]."""
55,What diagnosis is most commonly treated with Dialectical Behavioral Therapy?,0.8617224173568258,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
56,How many patients showed Improved?,0.9181457884751146,"""The result is [DP]170[/DP].""","""The result is 169.76.""","""The result is 169.0.""","""The result is 171.05.""","""The result is 170.0.""","""The result is [DP]999.6231[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]44.3721[/DP].""","""The result is [DP]999.9899[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]243.8423[/DP]."""
57,What is the average treatment progress for patients who Improved?,0.918142078633442,"""The result is [DP]7.52[/DP].""","""The result is 7.6.""","""The result is 7.52.""","""The result is 7.54.""","""The result is 18.52.""","""The result is [DP]296.3886[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.3154[/DP].""","""The result is [DP]988.9833[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.0522[/DP]."""
58,How many patients showed No Change?,1.0368546195518356,"""159""","""159""","""159""","""159""","""159""","""0.0276""","""932.2611""","""96.5585""","""999.9963""","""nan""","""851.1333"""
59,What is the average treatment progress for patients who No Change?,0.5370197253372814,"""The result is [DP]7.57[/DP].""","""The result is 6.8.""","""The result is 8.57.""","""The result is 2.33.""","""The result is 9.57.""","""The result is [DP]0.0217[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]26.05[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.6012[/DP]."""
60,How many patients showed Deteriorated?,1.0368546195518356,"""The result is [DP]171[/DP].""","""The result is 169.5.""","""The result is 166.0.""","""The result is 175.24.""","""The result is 168.0.""","""The result is [DP]75.8571[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]333.9164[/DP].""","""The result is [DP]0.0135[/DP].""","""The result is [DP]869.5583[/DP].""","""The result is [DP]28.0072[/DP]."""
61,What is the average treatment progress for patients who Deteriorated?,0.8617224173568258,"""The result is [DP]7.22[/DP].""","""The result is 10.43.""","""The result is 6.22.""","""The result is 7.12.""","""The result is 1.22.""","""The result is [DP]0.7142[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]9.0217[/DP].""","""The result is [DP]331.7722[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.4993[/DP]."""
62,How many Male patients are diagnosed with Panic Disorder?,0.23211822891717815,"""The result is [DP]65[/DP].""","""The result is 65.73.""","""The result is 65.0.""","""The result is 68.26.""","""The result is 82.0.""","""The result is [DP]0.0017[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]24.1406[/DP].""","""The result is [DP]0.1059[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]708.3869[/DP]."""
63,What is the average sleep quality for Male patients?,0.8993786248373329,"""The result is [DP]6.31[/DP].""","""The result is 6.61.""","""The result is 6.31.""","""The result is 7.96.""","""The result is 7.31.""","""The result is [DP]814.3588[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.4281[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.4831[/DP]."""
64,Which medication is most commonly prescribed to Male patients?,0.18273699254356746,"""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics"""
65,How many Female patients are diagnosed with Panic Disorder?,0.794007125837763,"""The result is [DP]51[/DP].""","""The result is 51.81.""","""The result is 58.0.""","""The result is 52.37.""","""The result is 43.0.""","""The result is [DP]998.6436[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]167.9114[/DP].""","""The result is [DP]164.4089[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]726.131[/DP]."""
66,What is the average sleep quality for Female patients?,0.18273699254356746,"""The result is [DP]6.66[/DP].""","""The result is 5.92.""","""The result is 6.66.""","""The result is 27.52.""","""The result is 0.""","""The result is [DP]0.0569[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]7.4451[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.6556[/DP]."""
67,Which medication is most commonly prescribed to Female patients?,0.5370197253372814,"""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines"""
68,How many patients had an AI-detected emotional state of Anxious?,0.8617224173568258,"""The result is [DP]102[/DP].""","""The result is 102.27.""","""The result is 104.0.""","""The result is 108.18.""","""The result is 105.0.""","""The result is [DP]0.0002[/DP].""","""The result is [DP]402.8846[/DP].""","""The result is [DP]46.1163[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]972.0726[/DP].""","""The result is [DP]131.2452[/DP]."""
69,What is the average mood score for patients marked as Anxious?,0.23211822891717815,"""The result is [DP]5.19[/DP].""","""The result is 9.15.""","""The result is 5.19.""","""The result is 14.02.""","""The result is 19.19.""","""The result is [DP]0.0005[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]3.5113[/DP].""","""The result is [DP]0.0005[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]7.4411[/DP]."""
70,How many patients had an AI-detected emotional state of Neutral?,0.9189598761607718,"""The result is [DP]87[/DP].""","""The result is 87.31.""","""The result is 87.0.""","""The result is 88.85.""","""The result is 87.0.""","""The result is [DP]0.0795[/DP].""","""The result is [DP]957.6176[/DP].""","""The result is [DP]374.77[/DP].""","""The result is [DP]999.986[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]162.6317[/DP]."""
71,What is the average mood score for patients marked as Neutral?,0.18273699254356746,"""The result is [DP]5.67[/DP].""","""The result is 7.84.""","""The result is 5.67.""","""The result is 26.72.""","""The result is 0.""","""The result is [DP]0.0086[/DP].""","""The result is [DP]833.0726[/DP].""","""The result is [DP]8.9713[/DP].""","""The result is [DP]320.4687[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.3194[/DP]."""
72,How many patients had an AI-detected emotional state of Happy?,0.25312319302722175,"""The result is [DP]78[/DP].""","""The result is 80.89.""","""The result is 78.0.""","""The result is 81.65.""","""The result is 30.0.""","""The result is [DP]999.9991[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]20.4375[/DP].""","""The result is [DP]996.8255[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.8921[/DP]."""
73,What is the average mood score for patients marked as Happy?,0.8617224173568258,"""The result is [DP]5.28[/DP].""","""The result is 5.23.""","""The result is 4.28.""","""The result is 12.27.""","""The result is 13.28.""","""The result is [DP]8.331[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.9421[/DP].""","""The result is [DP]7.3774[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]3.1105[/DP]."""
74,How many patients had an AI-detected emotional state of Excited?,0.25312319302722175,"""The result is [DP]85[/DP].""","""The result is 79.46.""","""The result is 84.0.""","""The result is 90.6.""","""The result is 93.0.""","""The result is [DP]999.9809[/DP].""","""The result is [DP]994.1592[/DP].""","""The result is [DP]46.2066[/DP].""","""The result is [DP]0.0066[/DP].""","""The result is [DP]216.8535[/DP].""","""The result is [DP]3.5966[/DP]."""
75,What is the average mood score for patients marked as Excited?,0.918142078633442,"""The result is [DP]5.85[/DP].""","""The result is 5.64.""","""The result is 3.85.""","""The result is 8.17.""","""The result is 0.""","""The result is [DP]998.3233[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.5502[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]594.3827[/DP].""","""The result is [DP]0.6636[/DP]."""
76,How many patients had an AI-detected emotional state of Stressed?,0.7715746304029494,"""The result is [DP]79[/DP].""","""The result is 79.08.""","""The result is 80.0.""","""The result is 84.63.""","""The result is 87.0.""","""The result is [DP]5.9618[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]12.2336[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]513.7384[/DP]."""
77,What is the average mood score for patients marked as Stressed?,1.1038400552956573,"""The result is [DP]5.42[/DP].""","""The result is 4.81.""","""The result is 5.42.""","""The result is 4.38.""","""The result is 2.42.""","""The result is [DP]993.9319[/DP].""","""The result is [DP]712.2213[/DP].""","""The result is [DP]1.1419[/DP].""","""The result is [DP]10.216[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.5984[/DP]."""
78,How many patients had an AI-detected emotional state of Depressed?,1.1038400552956573,"""The result is [DP]69[/DP].""","""The result is 67.57.""","""The result is 66.0.""","""The result is 66.81.""","""The result is 64.0.""","""The result is [DP]0.3163[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]22.0192[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]5.9288[/DP]."""
79,What is the average mood score for patients marked as Depressed?,0.45188719028566016,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
80,What is the average sleep quality for patients with treatment duration over 10 weeks?,1.0368546195518356,"""The result is [DP]6.44[/DP].""","""The result is 7.45.""","""The result is 6.44.""","""The result is 5.83.""","""The result is 4.44.""","""The result is [DP]967.996[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.1594[/DP].""","""The result is [DP]0.0198[/DP].""","""The result is [DP]735.3614[/DP].""","""The result is [DP]2.5938[/DP]."""
81,How many patients have a stress level of 9 or higher?,0.18273699254356746,"""The result is [DP]174[/DP].""","""The result is 167.79.""","""The result is 174.0.""","""The result is 142.12.""","""The result is 209.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]217.2104[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]543.1987[/DP].""","""The result is [DP]905.7539[/DP]."""
82,What is the most common diagnosis among patients younger than 35?,0.9181457884751146,"""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder"""
83,How does physical activity correlate with mood score?,0.18273699254356746,"""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection).""","""Result is a table (not supported for DP protection)."""
84,What is the median symptom severity for patients on SSRIs?,0.5226303807974494,"""The result is [DP]8.0[/DP].""","""The result is 9.64.""","""The result is 8.0.""","""The result is 5.75.""","""The result is 4.0.""","""The result is [DP]11.2501[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]165.0385[/DP].""","""The result is [DP]293.2915[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.273[/DP]."""
85,Which therapy is linked with the best outcomes for Generalized Anxiety?,0.7715746304029494,"""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]"""
86,Are patients with Bipolar Disorder more likely to be prescribed Antipsychotics or Mood Stabilizers?,0.5370197253372814,"""Antipsychotics: [DP]25[/DP] Mood Stabilizers: [DP]23[/DP] Antidepressants: [DP]22[/DP] Benzodiazepines: [DP]22[/DP] SSRIs: [DP]16[/DP] Anxiolytics: [DP]16[/DP]""","""Antipsychotics: 27.13 Mood Stabilizers: 26.57 Antidepressants: 23.43 Benzodiazepines: 16.59 SSRIs: 20.45 Anxiolytics: 18.19""","""Antipsychotics: 25.0 Mood Stabilizers: 24.0 Antidepressants: 22.0 Benzodiazepines: 21.0 SSRIs: 16.0 Anxiolytics: 16.0""","""Antipsychotics: 27.59 Mood Stabilizers: 12.18 Antidepressants: 25.42 Benzodiazepines: 17.17 SSRIs: 23.11 Anxiolytics: 17.4""","""Antipsychotics: 21.0 Mood Stabilizers: 25.0 Antidepressants: 19.0 Benzodiazepines: 23.0 SSRIs: 34.0 Anxiolytics: 0""","""Antipsychotics: [DP]999.9975[/DP] Mood Stabilizers: [DP]996.1637[/DP] Antidepressants: [DP]2.549[/DP] Benzodiazepines: [DP]0.2094[/DP] SSRIs: [DP]970.5332[/DP] Anxiolytics: [DP]639.461[/DP]""","""Antipsychotics: [DP]0.0[/DP] Mood Stabilizers: [DP]nan[/DP] Antidepressants: [DP]nan[/DP] Benzodiazepines: [DP]817.5653[/DP] SSRIs: [DP]566.7512[/DP] Anxiolytics: [DP]875.7723[/DP]""","""Antipsychotics: [DP]3.7999[/DP] Mood Stabilizers: [DP]160.0546[/DP] Antidepressants: [DP]79.7466[/DP] Benzodiazepines: [DP]52.3231[/DP] SSRIs: [DP]1.4577[/DP] Anxiolytics: [DP]10.5234[/DP]""","""Antipsychotics: [DP]994.8409[/DP] Mood Stabilizers: [DP]0.0007[/DP] Antidepressants: [DP]0.0[/DP] Benzodiazepines: [DP]999.9987[/DP] SSRIs: [DP]0.0[/DP] Anxiolytics: [DP]0.0[/DP]""","""Antipsychotics: [DP]nan[/DP] Mood Stabilizers: [DP]926.4026[/DP] Antidepressants: [DP]nan[/DP] Benzodiazepines: [DP]0.0[/DP] SSRIs: [DP]100.3953[/DP] Anxiolytics: [DP]nan[/DP]""","""Antipsychotics: [DP]101.0326[/DP] Mood Stabilizers: [DP]1.8986[/DP] Antidepressants: [DP]1.056[/DP] Benzodiazepines: [DP]0.4944[/DP] SSRIs: [DP]98.3056[/DP] Anxiolytics: [DP]28.273[/DP]"""
87,What is the average adherence rate for patients receiving Cognitive Behavioral Therapy?,0.9189598761607718,"""The result is [DP]75.02[/DP].""","""The result is 75.17.""","""The result is 75.02.""","""The result is 69.38.""","""The result is 85.02.""","""The result is [DP]36.9538[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]149.0084[/DP].""","""The result is [DP]849.3812[/DP].""","""The result is [DP]702.544[/DP].""","""The result is [DP]334.9674[/DP]."""
88,How many patients started treatment after February 2024?,0.9145856197269706,"""The result is [DP]192[/DP].""","""The result is 192.26.""","""The result is 184.0.""","""The result is 187.09.""","""The result is 187.0.""","""The result is [DP]5.263[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]413.7555[/DP].""","""The result is [DP]993.7039[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]402.202[/DP]."""
89,Which gender shows higher treatment progress on average?,0.8993786248373329,"""Female: [DP]7.34[/DP] Male: [DP]7.52[/DP]""","""Female: 5.4 Male: 9.3""","""Female: 7.34 Male: 7.52""","""Female: 6.64 Male: 13.43""","""Female: 1.34 Male: 6.52""","""Female: [DP]0.0001[/DP] Male: [DP]615.0766[/DP]""","""Female: [DP]0.0[/DP] Male: [DP]nan[/DP]""","""Female: [DP]15.686[/DP] Male: [DP]2.1048[/DP]""","""Female: [DP]520.1592[/DP] Male: [DP]0.0[/DP]""","""Female: [DP]0.0[/DP] Male: [DP]531.6797[/DP]""","""Female: [DP]188.3142[/DP] Male: [DP]3.559[/DP]"""
90,What diagnosis is most common among patients with emotional state Stressed?,0.1,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
91,How many Male patients have Generalized Anxiety and are on Benzodiazepines?,0.23211822891717815,"""The result is [DP]6[/DP].""","""The result is 16.0.""","""The result is 6.0.""","""The result is 3.31.""","""The result is 15.0.""","""The result is [DP]999.9863[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.3321[/DP].""","""The result is [DP]67.4366[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.3818[/DP]."""
92,What are the top 3 diagnoses by number of patients?,0.918142078633442,"""Generalized Anxiety: [DP]135[/DP] Major Depressive Disorder: [DP]125[/DP] Bipolar Disorder: [DP]124[/DP]""","""Generalized Anxiety: 133.99 Major Depressive Disorder: 125.25 Bipolar Disorder: 123.24""","""Generalized Anxiety: 135.0 Major Depressive Disorder: 127.0 Bipolar Disorder: 123.0""","""Generalized Anxiety: 135.76 Major Depressive Disorder: 121.04 Bipolar Disorder: 121.26""","""Generalized Anxiety: 134.0 Major Depressive Disorder: 129.0 Bipolar Disorder: 133.0""","""Generalized Anxiety: [DP]14.8247[/DP] Major Depressive Disorder: [DP]0.8154[/DP] Bipolar Disorder: [DP]999.8781[/DP]""","""Generalized Anxiety: [DP]258.0988[/DP] Major Depressive Disorder: [DP]0.0[/DP] Bipolar Disorder: [DP]nan[/DP]""","""Generalized Anxiety: [DP]203.3071[/DP] Major Depressive Disorder: [DP]556.608[/DP] Bipolar Disorder: [DP]626.0642[/DP]""","""Generalized Anxiety: [DP]0.0[/DP] Major Depressive Disorder: [DP]995.8135[/DP] Bipolar Disorder: [DP]892.6839[/DP]""","""Generalized Anxiety: [DP]0.0[/DP] Major Depressive Disorder: [DP]nan[/DP] Bipolar Disorder: [DP]549.2454[/DP]""","""Generalized Anxiety: [DP]3.6981[/DP] Major Depressive Disorder: [DP]119.3133[/DP] Bipolar Disorder: [DP]171.666[/DP]"""
93,What is the distribution of treatment progress among patients with Panic Disorder?,0.21977188989255456,"""8: [DP]26[/DP] 10: [DP]22[/DP] 6: [DP]18[/DP] 7: [DP]18[/DP] 9: [DP]16[/DP] 5: [DP]16[/DP]""","""8: 37.07 10: 28.0 6: 29.13 7: 28.11 9: 19.69 5: 28.07""","""8: 26.0 10: 23.0 6: 18.0 7: 18.0 9: 16.0 5: 15.0""","""8: 12.33 10: 0 6: 53.02 7: 0 9: 0 5: 30.66""","""8: 10.0 10: 21.0 6: 13.0 7: 14.0 9: 29.0 5: 14.0""","""1.1318: [DP]1.2061[/DP] 4.7724: [DP]0.0255[/DP] 47.8796: [DP]999.972[/DP] 958.3465: [DP]5.8045[/DP] 1.3418: [DP]998.0384[/DP] 0.0059: [DP]985.3266[/DP]""","""nan: [DP]972.3513[/DP] 992.5767: [DP]nan[/DP] nan: [DP]nan[/DP] 559.4968: [DP]0.0[/DP] 0.0: [DP]nan[/DP] nan: [DP]nan[/DP]""","""21.8516: [DP]1.8258[/DP] 2.1342: [DP]191.2681[/DP] 2.0511: [DP]17.1786[/DP] 11.8967: [DP]78.1642[/DP] 32.3254: [DP]14.5378[/DP] 5.2245: [DP]254.6422[/DP]""","""999.9834: [DP]0.0[/DP] 13.5034: [DP]0.0003[/DP] 130.026: [DP]0.0[/DP] 999.9881: [DP]999.8801[/DP] 999.972: [DP]974.6441[/DP] 57.0241: [DP]0.0197[/DP]""","""0.0: [DP]nan[/DP] 0.0: [DP]0.0[/DP] 745.9843: [DP]nan[/DP] 918.543: [DP]0.0[/DP] 637.5276: [DP]0.0[/DP] 591.8251: [DP]nan[/DP]""","""6.4127: [DP]12.8687[/DP] 6.5098: [DP]3.8493[/DP] 1.9602: [DP]2.2802[/DP] 4.0263: [DP]3.592[/DP] 10.8737: [DP]5.2265[/DP] 9.1888: [DP]6.323[/DP]"""
94,How many patients with emotional state Depressed are on Antidepressants?,1.350541224549904,"""The result is [DP]10[/DP].""","""The result is 10.13.""","""The result is 9.0.""","""The result is 13.6.""","""The result is 5.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]43.3728[/DP].""","""The result is [DP]958.7331[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]13.8575[/DP]."""
95,What is the average sleep quality of patients on Benzodiazepines with Major Depressive Disorder?,0.9181457884751146,"""The result is [DP]6.34[/DP].""","""The result is 4.84.""","""The result is 1.34.""","""The result is 5.75.""","""The result is 9.34.""","""The result is [DP]992.8291[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]3.5836[/DP].""","""The result is [DP]0.0015[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]2.9812[/DP]."""
96,What is the average sleep quality of patients on Anxiolytics with Generalized Anxiety?,0.4216476246561033,"""The result is [DP]6.67[/DP].""","""The result is 10.46.""","""The result is 6.67.""","""The result is 10.33.""","""The result is 15.67.""","""The result is [DP]12.2599[/DP].""","""The result is [DP]997.4058[/DP].""","""The result is [DP]8.7596[/DP].""","""The result is [DP]0.0031[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]4.6499[/DP]."""
97,What is the distribution of treatment progress among patients with Bipolar Disorder?,0.4216476246561033,"""5: [DP]25[/DP] 6: [DP]24[/DP] 8: [DP]24[/DP] 7: [DP]20[/DP] 9: [DP]16[/DP] 10: [DP]15[/DP]""","""5: 27.69 6: 20.05 8: 26.68 7: 25.99 9: 19.58 10: 12.91""","""5: 25.0 6: 24.0 8: 22.0 7: 20.0 9: 16.0 10: 15.0""","""5: 43.38 6: 9.52 8: 22.05 7: 45.76 9: 27.26 10: 4.63""","""5: 17.0 6: 10.0 8: 19.0 7: 34.0 9: 23.0 10: 23.0""","""129.9678: [DP]999.8046[/DP] 633.3434: [DP]0.0036[/DP] 0.3294: [DP]80.0424[/DP] 587.5361: [DP]0.0003[/DP] 684.9794: [DP]0.0005[/DP] 409.1245: [DP]12.1541[/DP]""","""nan: [DP]nan[/DP] 0.0: [DP]0.0[/DP] nan: [DP]0.0[/DP] nan: [DP]0.0[/DP] 689.6799: [DP]0.0[/DP] 0.0: [DP]nan[/DP]""","""37.3394: [DP]12.8975[/DP] 17.665: [DP]12.9693[/DP] 6.4701: [DP]96.8514[/DP] 1.2151: [DP]19.9739[/DP] 11.289: [DP]8.253[/DP] 28.7407: [DP]78.1409[/DP]""","""0.0: [DP]0.5047[/DP] 999.9575: [DP]0.0[/DP] 0.0002: [DP]0.0029[/DP] 999.9995: [DP]222.784[/DP] 999.0774: [DP]0.0001[/DP] 0.0: [DP]0.0[/DP]""","""0.0: [DP]0.0[/DP] nan: [DP]nan[/DP] nan: [DP]0.0[/DP] 0.0: [DP]919.189[/DP] nan: [DP]0.0[/DP] nan: [DP]814.0427[/DP]""","""5.1235: [DP]8.1003[/DP] 54.1568: [DP]1.4532[/DP] 16.6088: [DP]0.6646[/DP] 23.1252: [DP]136.8096[/DP] 40.7447: [DP]2.1065[/DP] 345.5291: [DP]48.6628[/DP]"""
98,How many patients with emotional state Excited are on Antipsychotics?,1.1038400552956573,"""The result is [DP]15[/DP].""","""The result is 15.08.""","""The result is 16.0.""","""The result is 13.38.""","""The result is 13.0.""","""The result is [DP]990.7729[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.1647[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.5995[/DP]."""
