query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
47,How many patients received Mindfulness-Based Therapy?,0.6,"""The result is [DP]130[/DP].""","""The result is 130.07.""","""The result is 130.0.""","""The result is 123.82.""","""The result is 141.0.""","""The result is [DP]695.8825[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]333.7277[/DP].""","""The result is [DP]34.3037[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]9.584[/DP]."""
48,What is the average symptom severity for patients in Mindfulness-Based Therapy?,1.7,"""The result is [DP]7.56[/DP].""","""The result is 7.59.""","""The result is 6.56.""","""The result is 10.04.""","""The result is 11.56.""","""The result is [DP]0.0022[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.393[/DP].""","""The result is [DP]992.6546[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]9.1586[/DP]."""
49,What diagnosis is most commonly treated with Mindfulness-Based Therapy?,0.5,"""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder"""
50,How many patients received Cognitive Behavioral Therapy?,0.5,"""The result is [DP]117[/DP].""","""The result is 120.63.""","""The result is 117.0.""","""The result is 125.23.""","""The result is 125.0.""","""The result is [DP]999.8575[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]24.4682[/DP].""","""The result is [DP]966.9795[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]428.9576[/DP]."""
51,What is the average symptom severity for patients in Cognitive Behavioral Therapy?,0.4,"""The result is [DP]7.31[/DP].""","""The result is 8.68.""","""The result is 7.31.""","""The result is 13.22.""","""The result is 9.31.""","""The result is [DP]338.3501[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]52.6417[/DP].""","""The result is [DP]2.6023[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]30.0957[/DP]."""
52,What diagnosis is most commonly treated with Cognitive Behavioral Therapy?,1.0,"""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder"""
53,How many patients received Dialectical Behavioral Therapy?,0.6,"""The result is [DP]129[/DP].""","""The result is 132.39.""","""The result is 129.0.""","""The result is 111.98.""","""The result is 144.0.""","""The result is [DP]923.0772[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]116.2377[/DP].""","""The result is [DP]996.1518[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]4.6471[/DP]."""
54,What is the average symptom severity for patients in Dialectical Behavioral Therapy?,2.0,"""The result is [DP]7.33[/DP].""","""The result is 7.93.""","""The result is 7.33.""","""The result is 11.61.""","""The result is 12.33.""","""The result is [DP]981.8877[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.3628[/DP].""","""The result is [DP]999.7746[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.8153[/DP]."""
55,What diagnosis is most commonly treated with Dialectical Behavioral Therapy?,1.5,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
56,How many patients showed Improved?,0.3,"""The result is [DP]170[/DP].""","""The result is 171.48.""","""The result is 170.0.""","""The result is 195.7.""","""The result is 186.0.""","""The result is [DP]2.071[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]229.5164[/DP].""","""The result is [DP]834.7744[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]336.3196[/DP]."""
57,What is the average treatment progress for patients who Improved?,1.8,"""The result is [DP]7.52[/DP].""","""The result is 8.14.""","""The result is 8.52.""","""The result is 6.4.""","""The result is 5.52.""","""The result is [DP]921.2734[/DP].""","""The result is [DP]767.4606[/DP].""","""The result is [DP]10.1982[/DP].""","""The result is [DP]0.257[/DP].""","""The result is [DP]926.0717[/DP].""","""The result is [DP]1.2937[/DP]."""
58,How many patients showed No Change?,1.0,"""The result is [DP]159[/DP].""","""The result is 158.42.""","""The result is 155.0.""","""The result is 157.53.""","""The result is 162.0.""","""The result is [DP]43.6156[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]515.4351[/DP].""","""The result is [DP]0.0637[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]252.4688[/DP]."""
59,What is the average treatment progress for patients who No Change?,1.9,"""The result is [DP]7.57[/DP].""","""The result is 7.68.""","""The result is 4.57.""","""The result is 7.25.""","""The result is 8.57.""","""The result is [DP]860.175[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]92.5591[/DP].""","""The result is [DP]323.5239[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.4627[/DP]."""
60,How many patients showed Deteriorated?,0.7,"""The result is [DP]171[/DP].""","""The result is 171.33.""","""The result is 172.0.""","""The result is 163.29.""","""The result is 164.0.""","""The result is [DP]848.5994[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]54.4603[/DP].""","""The result is [DP]4.7811[/DP].""","""The result is [DP]503.2954[/DP].""","""The result is [DP]255.705[/DP]."""
61,What is the average treatment progress for patients who Deteriorated?,1.0,"""The result is [DP]7.22[/DP].""","""The result is 7.55.""","""The result is 7.22.""","""The result is 0.99.""","""The result is 13.22.""","""The result is [DP]990.3087[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]6.6336[/DP].""","""The result is [DP]970.6448[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.2119[/DP]."""
62,How many Male patients are diagnosed with Panic Disorder?,0.4,"""The result is [DP]65[/DP].""","""The result is 63.37.""","""The result is 64.0.""","""The result is 56.51.""","""The result is 64.0.""","""The result is [DP]999.8484[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]180.5555[/DP].""","""The result is [DP]962.9547[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]95.9615[/DP]."""
63,What is the average sleep quality for Male patients?,1.1,"""The result is [DP]6.31[/DP].""","""The result is 7.43.""","""The result is 1.31.""","""The result is 14.06.""","""The result is 6.31.""","""The result is [DP]810.3566[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.7619[/DP].""","""The result is [DP]999.3635[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.6002[/DP]."""
64,Which medication is most commonly prescribed to Male patients?,1.8,"""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics"""
65,How many Female patients are diagnosed with Panic Disorder?,1.9,"""The result is [DP]51[/DP].""","""The result is 53.93.""","""The result is 49.0.""","""The result is 50.95.""","""The result is 53.0.""","""The result is [DP]970.1845[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]140.2475[/DP].""","""The result is [DP]836.2499[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]718.1523[/DP]."""
66,What is the average sleep quality for Female patients?,1.7,"""The result is [DP]6.66[/DP].""","""The result is 6.95.""","""The result is 6.66.""","""The result is 14.05.""","""The result is 4.66.""","""The result is [DP]929.7706[/DP].""","""The result is [DP]916.9257[/DP].""","""The result is [DP]71.5634[/DP].""","""The result is [DP]110.8567[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]5.3061[/DP]."""
67,Which medication is most commonly prescribed to Female patients?,0.8,"""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines"""
68,How many patients had an AI-detected emotional state of Anxious?,0.5,"""The result is [DP]102[/DP].""","""The result is 101.52.""","""The result is 102.0.""","""The result is 114.21.""","""The result is 108.0.""","""The result is [DP]6.2515[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]167.8534[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]6.2678[/DP]."""
69,What is the average mood score for patients marked as Anxious?,1.6,"""The result is [DP]5.19[/DP].""","""The result is 5.44.""","""The result is 12.19.""","""The result is 8.81.""","""The result is 2.19.""","""The result is [DP]601.8404[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]2.4791[/DP].""","""The result is [DP]0.0032[/DP].""","""The result is [DP]638.9474[/DP].""","""The result is [DP]0.6765[/DP]."""
70,How many patients had an AI-detected emotional state of Neutral?,0.5,"""The result is [DP]87[/DP].""","""The result is 86.93.""","""The result is 87.0.""","""The result is 94.1.""","""The result is 93.0.""","""The result is [DP]273.378[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]36.6016[/DP].""","""The result is [DP]0.4534[/DP].""","""The result is [DP]832.4408[/DP].""","""The result is [DP]21.1425[/DP]."""
71,What is the average mood score for patients marked as Neutral?,1.3,"""The result is [DP]5.67[/DP].""","""The result is 5.2.""","""The result is 6.67.""","""The result is 2.73.""","""The result is 4.67.""","""The result is [DP]13.2878[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.7591[/DP].""","""The result is [DP]0.0063[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.3769[/DP]."""
72,How many patients had an AI-detected emotional state of Happy?,1.7,"""The result is [DP]78[/DP].""","""The result is 78.23.""","""The result is 77.0.""","""The result is 75.47.""","""The result is 81.0.""","""The result is [DP]911.4194[/DP].""","""The result is [DP]725.655[/DP].""","""The result is [DP]171.0321[/DP].""","""The result is [DP]998.739[/DP].""","""The result is [DP]270.5343[/DP].""","""The result is [DP]1.5554[/DP]."""
73,What is the average mood score for patients marked as Happy?,1.4,"""The result is [DP]5.28[/DP].""","""The result is 5.39.""","""The result is 0.""","""The result is 0.""","""The result is 6.28.""","""The result is [DP]0.6513[/DP].""","""The result is [DP]430.2546[/DP].""","""The result is [DP]20.7511[/DP].""","""The result is [DP]15.8709[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.0901[/DP]."""
74,How many patients had an AI-detected emotional state of Excited?,0.3,"""The result is [DP]85[/DP].""","""The result is 83.81.""","""The result is 85.0.""","""The result is 102.04.""","""The result is 123.0.""","""The result is [DP]0.8738[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]40.1213[/DP].""","""The result is [DP]979.9504[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]16.5199[/DP]."""
75,What is the average mood score for patients marked as Excited?,1.7,"""The result is [DP]5.85[/DP].""","""The result is 5.8.""","""The result is 5.85.""","""The result is 2.85.""","""The result is 5.85.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]10.2871[/DP].""","""The result is [DP]0.4298[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.1397[/DP]."""
76,How many patients had an AI-detected emotional state of Stressed?,0.1,"""The result is [DP]79[/DP].""","""The result is 57.31.""","""The result is 79.0.""","""The result is 77.15.""","""The result is 112.0.""","""The result is [DP]0.0268[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]35.0909[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]801.0956[/DP].""","""The result is [DP]14.4636[/DP]."""
77,What is the average mood score for patients marked as Stressed?,0.5,"""The result is [DP]5.42[/DP].""","""The result is 9.47.""","""The result is 5.42.""","""The result is 13.7.""","""The result is 0.""","""The result is [DP]0.817[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]14.8817[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.2669[/DP]."""
78,How many patients had an AI-detected emotional state of Depressed?,1.3,"""The result is [DP]69[/DP].""","""The result is 68.59.""","""The result is 68.0.""","""The result is 67.2.""","""The result is 66.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]72.1424[/DP].""","""The result is [DP]999.9934[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]78.2415[/DP]."""
79,What is the average mood score for patients marked as Depressed?,1.9,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
80,What is the average sleep quality for patients with treatment duration over 10 weeks?,1.0,"""The result is [DP]6.44[/DP].""","""The result is 5.32.""","""The result is 7.44.""","""The result is 11.27.""","""The result is 4.44.""","""The result is [DP]139.0557[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]7.4954[/DP].""","""The result is [DP]0.921[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]22.5748[/DP]."""
81,How many patients have a stress level of 9 or higher?,0.1,"""The result is [DP]174[/DP].""","""The result is 173.63.""","""The result is 174.0.""","""The result is 93.48.""","""The result is 134.0.""","""The result is [DP]56.6646[/DP].""","""The result is [DP]905.9388[/DP].""","""The result is [DP]84.8918[/DP].""","""The result is [DP]0.423[/DP].""","""The result is [DP]662.2951[/DP].""","""The result is [DP]691.5192[/DP]."""
82,What is the most common diagnosis among patients younger than 35?,1.2,"""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder"""
83,How does physical activity correlate with mood score?,0.3,"""The result is [DP]0.02[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 35.93.""","""The result is 3.02.""","""The result is [DP]35.1905[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.1056[/DP].""","""The result is [DP]283.2254[/DP].""","""The result is [DP]838.276[/DP].""","""The result is [DP]0.0029[/DP]."""
84,What is the median symptom severity for patients on SSRIs?,0.9,"""The result is [DP]8.0[/DP].""","""The result is 8.8.""","""The result is 9.0.""","""The result is 17.17.""","""The result is 18.0.""","""The result is [DP]84.8643[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]6.5971[/DP].""","""The result is [DP]999.1516[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.7558[/DP]."""
85,Which therapy is linked with the best outcomes for Generalized Anxiety?,1.4,"""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]"""
86,Are patients with Bipolar Disorder more likely to be prescribed Antipsychotics or Mood Stabilizers?,1.1,"""Antipsychotics: [DP]25[/DP] Mood Stabilizers: [DP]23[/DP] Antidepressants: [DP]22[/DP] Benzodiazepines: [DP]22[/DP] SSRIs: [DP]16[/DP] Anxiolytics: [DP]16[/DP]""","""Antipsychotics: 25.96 Mood Stabilizers: 23.16 Antidepressants: 22.06 Benzodiazepines: 23.7 SSRIs: 15.17 Anxiolytics: 15.61""","""Antipsychotics: 25.0 Mood Stabilizers: 21.0 Antidepressants: 25.0 Benzodiazepines: 26.0 SSRIs: 10.0 Anxiolytics: 18.0""","""Antipsychotics: 23.87 Mood Stabilizers: 15.31 Antidepressants: 20.53 Benzodiazepines: 27.86 SSRIs: 14.89 Anxiolytics: 6.92""","""Antipsychotics: 26.0 Mood Stabilizers: 26.0 Antidepressants: 29.0 Benzodiazepines: 22.0 SSRIs: 8.0 Anxiolytics: 13.0""","""Antipsychotics: [DP]0.6413[/DP] Mood Stabilizers: [DP]0.2878[/DP] Antidepressants: [DP]999.8068[/DP] Benzodiazepines: [DP]24.4841[/DP] SSRIs: [DP]999.9264[/DP] Anxiolytics: [DP]999.9836[/DP]""","""Antipsychotics: [DP]0.0[/DP] Mood Stabilizers: [DP]885.6999[/DP] Antidepressants: [DP]nan[/DP] Benzodiazepines: [DP]537.9131[/DP] SSRIs: [DP]nan[/DP] Anxiolytics: [DP]nan[/DP]""","""Antipsychotics: [DP]9.3493[/DP] Mood Stabilizers: [DP]6.6926[/DP] Antidepressants: [DP]2.6143[/DP] Benzodiazepines: [DP]14.6751[/DP] SSRIs: [DP]27.236[/DP] Anxiolytics: [DP]8.9887[/DP]""","""Antipsychotics: [DP]0.0009[/DP] Mood Stabilizers: [DP]999.6103[/DP] Antidepressants: [DP]0.0[/DP] Benzodiazepines: [DP]999.261[/DP] SSRIs: [DP]29.4207[/DP] Anxiolytics: [DP]782.1558[/DP]""","""Antipsychotics: [DP]nan[/DP] Mood Stabilizers: [DP]nan[/DP] Antidepressants: [DP]858.687[/DP] Benzodiazepines: [DP]nan[/DP] SSRIs: [DP]0.0[/DP] Anxiolytics: [DP]0.0[/DP]""","""Antipsychotics: [DP]393.5544[/DP] Mood Stabilizers: [DP]1.0302[/DP] Antidepressants: [DP]3.513[/DP] Benzodiazepines: [DP]94.1846[/DP] SSRIs: [DP]403.4455[/DP] Anxiolytics: [DP]33.5334[/DP]"""
87,What is the average adherence rate for patients receiving Cognitive Behavioral Therapy?,0.3,"""The result is [DP]75.02[/DP].""","""The result is 81.25.""","""The result is 75.02.""","""The result is 76.17.""","""The result is 63.02.""","""The result is [DP]999.5145[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]198.1948[/DP].""","""The result is [DP]76.3415[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]88.7566[/DP]."""
88,How many patients started treatment after February 2024?,0.5,"""170""","""170""","""170""","""170""","""170""","""0.0654""","""nan""","""198.9557""","""999.993""","""774.6509""","""301.1964"""
89,Which gender shows higher treatment progress on average?,1.5,"""Female: [DP]7.34[/DP] Male: [DP]7.52[/DP]""","""Female: 7.34 Male: 7.56""","""Female: 7.34 Male: 5.52""","""Female: 9.88 Male: 9.94""","""Female: 10.34 Male: 6.52""","""Female: [DP]0.0[/DP] Male: [DP]793.1636[/DP]""","""Female: [DP]0.0[/DP] Male: [DP]nan[/DP]""","""Female: [DP]33.1652[/DP] Male: [DP]4.3822[/DP]""","""Female: [DP]906.7047[/DP] Male: [DP]0.0709[/DP]""","""Female: [DP]nan[/DP] Male: [DP]0.0[/DP]""","""Female: [DP]237.8613[/DP] Male: [DP]0.5785[/DP]"""
90,What diagnosis is most common among patients with emotional state Stressed?,0.8,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
91,How many Male patients have Generalized Anxiety and are on Benzodiazepines?,0.1,"""The result is [DP]6[/DP].""","""The result is 15.95.""","""The result is 6.0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]937.1538[/DP].""","""The result is [DP]0.5731[/DP].""","""The result is [DP]974.4154[/DP].""","""The result is [DP]798.8958[/DP].""","""The result is [DP]0.2306[/DP]."""
92,What are the top 3 diagnoses by number of patients?,1.5,"""Generalized Anxiety: [DP]135[/DP] Major Depressive Disorder: [DP]125[/DP] Bipolar Disorder: [DP]124[/DP]""","""Generalized Anxiety: 133.79 Major Depressive Disorder: 123.91 Bipolar Disorder: 124.83""","""Generalized Anxiety: 142.0 Major Depressive Disorder: 133.0 Bipolar Disorder: 120.0""","""Generalized Anxiety: 133.15 Major Depressive Disorder: 126.75 Bipolar Disorder: 124.5""","""Generalized Anxiety: 141.0 Major Depressive Disorder: 126.0 Bipolar Disorder: 128.0""","""Generalized Anxiety: [DP]188.2016[/DP] Major Depressive Disorder: [DP]0.0351[/DP] Bipolar Disorder: [DP]997.8483[/DP]""","""Generalized Anxiety: [DP]526.841[/DP] Major Depressive Disorder: [DP]0.0[/DP] Bipolar Disorder: [DP]nan[/DP]""","""Generalized Anxiety: [DP]134.3292[/DP] Major Depressive Disorder: [DP]18.986[/DP] Bipolar Disorder: [DP]49.4682[/DP]""","""Generalized Anxiety: [DP]0.8931[/DP] Major Depressive Disorder: [DP]0.3022[/DP] Bipolar Disorder: [DP]999.8604[/DP]""","""Generalized Anxiety: [DP]nan[/DP] Major Depressive Disorder: [DP]489.2737[/DP] Bipolar Disorder: [DP]252.0525[/DP]""","""Generalized Anxiety: [DP]315.8084[/DP] Major Depressive Disorder: [DP]112.7673[/DP] Bipolar Disorder: [DP]490.3298[/DP]"""
93,What is the distribution of treatment progress among patients with Panic Disorder?,1.4,"""8: [DP]26[/DP] 10: [DP]22[/DP] 6: [DP]18[/DP] 7: [DP]18[/DP] 9: [DP]16[/DP] 5: [DP]16[/DP]""","""8: 26.59 10: 21.68 6: 17.88 7: 17.99 9: 15.83 5: 18.24""","""8: 26.0 10: 27.0 6: 18.0 7: 18.0 9: 16.0 5: 21.0""","""8: 30.5 10: 22.01 6: 23.23 7: 15.79 9: 21.73 5: 20.31""","""8: 25.0 10: 16.0 6: 26.0 7: 26.0 9: 14.0 5: 18.0""","""0.0033: [DP]0.7536[/DP] 3.0851: [DP]285.2904[/DP] 9.5816: [DP]0.1227[/DP] 0.0001: [DP]781.8745[/DP] 60.3554: [DP]0.0879[/DP] 6.8487: [DP]0.4969[/DP]""","""nan: [DP]nan[/DP] 403.7009: [DP]602.7242[/DP] nan: [DP]433.8549[/DP] nan: [DP]nan[/DP] 0.0: [DP]313.3559[/DP] nan: [DP]0.0[/DP]""","""21.9098: [DP]187.2743[/DP] 12.2509: [DP]10.0552[/DP] 1.6867: [DP]51.959[/DP] 72.6296: [DP]34.4696[/DP] 3.3725: [DP]456.2632[/DP] 2.847: [DP]75.1771[/DP]""","""5.1318: [DP]999.9162[/DP] 999.1116: [DP]0.0002[/DP] 999.8055: [DP]999.9871[/DP] 993.8757: [DP]216.0822[/DP] 791.3918: [DP]0.0[/DP] 0.0: [DP]0.795[/DP]""","""nan: [DP]nan[/DP] nan: [DP]nan[/DP] 0.0: [DP]0.0[/DP] 712.8877: [DP]438.9887[/DP] nan: [DP]615.0971[/DP] nan: [DP]0.0[/DP]""","""4.3628: [DP]415.6832[/DP] 2.106: [DP]492.4189[/DP] 26.0688: [DP]380.3321[/DP] 196.0458: [DP]1.8233[/DP] 2.2461: [DP]6.6899[/DP] 8.0431: [DP]0.991[/DP]"""
94,How many patients with emotional state Depressed are on Antidepressants?,1.2,"""The result is [DP]10[/DP].""","""The result is 9.34.""","""The result is 10.0.""","""The result is 10.78.""","""The result is 9.0.""","""The result is [DP]985.7225[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]3.5757[/DP].""","""The result is [DP]7.4717[/DP].""","""The result is [DP]232.1047[/DP].""","""The result is [DP]21.7294[/DP]."""
95,What is the average sleep quality of patients on Benzodiazepines with Major Depressive Disorder?,0.4,"""The result is [DP]6.34[/DP].""","""The result is 6.71.""","""The result is 6.34.""","""The result is 8.35.""","""The result is 33.34.""","""The result is [DP]980.1785[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.2914[/DP].""","""The result is [DP]0.0034[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.796[/DP]."""
96,What is the average sleep quality of patients on Anxiolytics with Generalized Anxiety?,1.7,"""The result is [DP]6.67[/DP].""","""The result is 6.79.""","""The result is 8.67.""","""The result is 5.53.""","""The result is 5.67.""","""The result is [DP]328.8121[/DP].""","""The result is [DP]506.2637[/DP].""","""The result is [DP]9.2645[/DP].""","""The result is [DP]998.5963[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]123.0188[/DP]."""
97,What is the distribution of treatment progress among patients with Bipolar Disorder?,1.7,"""5: [DP]25[/DP] 6: [DP]24[/DP] 8: [DP]24[/DP] 7: [DP]20[/DP] 9: [DP]16[/DP] 10: [DP]15[/DP]""","""5: 25.03 6: 24.32 8: 23.94 7: 23.52 9: 16.02 10: 15.93""","""5: 31.0 6: 15.0 8: 23.0 7: 19.0 9: 16.0 10: 16.0""","""5: 25.64 6: 28.27 8: 29.61 7: 21.75 9: 18.89 10: 16.85""","""5: 26.0 6: 28.0 8: 25.0 7: 20.0 9: 15.0 10: 12.0""","""74.8199: [DP]969.8132[/DP] 4.1068: [DP]0.0[/DP] 23.6851: [DP]74.8925[/DP] 999.4004: [DP]857.7282[/DP] 0.134: [DP]0.0075[/DP] 886.7475: [DP]222.1047[/DP]""","""nan: [DP]529.022[/DP] 0.0: [DP]nan[/DP] 991.914: [DP]0.0[/DP] nan: [DP]nan[/DP] 926.5558: [DP]nan[/DP] 0.0: [DP]nan[/DP]""","""2.5343: [DP]1.5432[/DP] 0.2507: [DP]61.7234[/DP] 3.7334: [DP]26.4564[/DP] 2.5281: [DP]2.8772[/DP] 1.5234: [DP]1.2641[/DP] 25.1335: [DP]7.841[/DP]""","""0.0: [DP]0.0076[/DP] 0.0: [DP]0.0533[/DP] 999.9996: [DP]576.0257[/DP] 192.7004: [DP]999.6152[/DP] 0.0008: [DP]0.0[/DP] 0.0012: [DP]0.2948[/DP]""","""nan: [DP]nan[/DP] 314.1686: [DP]nan[/DP] nan: [DP]591.1859[/DP] 0.0: [DP]0.0[/DP] 0.0: [DP]nan[/DP] nan: [DP]662.2984[/DP]""","""4.7977: [DP]13.109[/DP] 38.0397: [DP]30.0418[/DP] 1.1681: [DP]3.606[/DP] 0.3339: [DP]35.1856[/DP] 2.8749: [DP]1.0216[/DP] 90.8155: [DP]6.2724[/DP]"""
98,How many patients with emotional state Excited are on Antipsychotics?,1.8,"""The result is [DP]15[/DP].""","""The result is 15.3.""","""The result is 18.0.""","""The result is 15.29.""","""The result is 12.0.""","""The result is [DP]28.1693[/DP].""","""The result is [DP]322.4076[/DP].""","""The result is [DP]1.7164[/DP].""","""The result is [DP]879.0543[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.3049[/DP]."""
99,How effective is Mindfulness-Based Therapy in treating Major Depressive Disorder?,1.5,"""Deteriorated: [DP]0.39[/DP] No Change: [DP]0.39[/DP] Improved: [DP]0.21[/DP]""","""Deteriorated: 0 No Change: 0.4 Improved: 0.7""","""Deteriorated: 10.39 No Change: 0.39 Improved: 6.21""","""Deteriorated: 0 No Change: 0 Improved: 0""","""Deteriorated: 0 No Change: 0.39 Improved: 1.21""","""Deteriorated: [DP]0.0[/DP] No Change: [DP]8.838[/DP] Improved: [DP]0.007[/DP]""","""Deteriorated: [DP]568.4779[/DP] No Change: [DP]nan[/DP] Improved: [DP]0.0[/DP]""","""Deteriorated: [DP]0.8424[/DP] No Change: [DP]1.5477[/DP] Improved: [DP]0.333[/DP]""","""Deteriorated: [DP]0.0028[/DP] No Change: [DP]0.0[/DP] Improved: [DP]0.0004[/DP]""","""Deteriorated: [DP]nan[/DP] No Change: [DP]69.2569[/DP] Improved: [DP]nan[/DP]""","""Deteriorated: [DP]0.2749[/DP] No Change: [DP]0.034[/DP] Improved: [DP]0.0936[/DP]"""
