query_id,query,epsilon,latency_total,latency_llm,latency_rl,latency_perturb,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
42,How effective is Benzodiazepines in terms of outcome?,0.8617224173568258,3.0280518531799316,0.9675230979919434,0.0,0.0,"""Deteriorated: [DP]0.36[/DP] Improved: [DP]0.32[/DP] No Change: [DP]0.32[/DP]""","""Deteriorated: 0.57 Improved: 0 No Change: 0""","""Deteriorated: 0 Improved: 2.32 No Change: 0""","""Deteriorated: 3.09 Improved: 0 No Change: 0""","""Deteriorated: 0 Improved: 0 No Change: 5.32""","""Deteriorated: [DP]0.1187[/DP] Improved: [DP]0.0001[/DP] No Change: [DP]0.002[/DP]""","""Deteriorated: [DP]0.0[/DP] Improved: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]0.9074[/DP] Improved: [DP]0.3617[/DP] No Change: [DP]0.3231[/DP]""","""Deteriorated: [DP]0.0[/DP] Improved: [DP]921.2428[/DP] No Change: [DP]69.6345[/DP]""","""Deteriorated: [DP]594.8715[/DP] Improved: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]0.2366[/DP] Improved: [DP]0.5665[/DP] No Change: [DP]0.3719[/DP]"""
43,What is the average stress level of patients on Benzodiazepines?,0.5370197253372814,1.7899248600006104,0.7095270156860352,0.0,0.0,"""The result is [DP]7.2[/DP].""","""The result is 2.76.""","""The result is 6.2.""","""The result is 15.2.""","""The result is 5.2.""","""The result is [DP]999.9017[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]7.5904[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]669.1242[/DP].""","""The result is [DP]0.4821[/DP]."""
44,How many patients received Interpersonal Therapy?,0.9145856197269706,2.2695977687835693,0.8698337078094482,0.0,0.0,"""The result is [DP]124[/DP].""","""The result is 123.39.""","""The result is 130.0.""","""The result is 120.74.""","""The result is 120.0.""","""The result is [DP]988.7703[/DP].""","""The result is [DP]434.9493[/DP].""","""The result is [DP]163.9112[/DP].""","""The result is [DP]999.0198[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]313.129[/DP]."""
45,What is the average symptom severity for patients in Interpersonal Therapy?,0.9189598761607718,2.1346373558044434,1.0102770328521729,0.0,0.0041103363037109375,"""The result is [DP]7.71[/DP].""","""The result is 9.94.""","""The result is 4.71.""","""The result is 0.""","""The result is 6.71.""","""The result is [DP]0.0035[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.094[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]200.8234[/DP]."""
46,What diagnosis is most commonly treated with Interpersonal Therapy?,0.794007125837763,2.295511245727539,1.261626958847046,0.0,0.0,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
47,How many patients received Mindfulness-Based Therapy?,0.23211822891717815,1.7101783752441406,0.9200389385223389,0.0,0.0022978782653808594,"""The result is [DP]130[/DP].""","""The result is 134.62.""","""The result is 128.0.""","""The result is 113.54.""","""The result is 134.0.""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]11.8777[/DP].""","""The result is [DP]999.9982[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]6.7911[/DP]."""
48,What is the average symptom severity for patients in Mindfulness-Based Therapy?,1.1038400552956573,35.618855714797974,1.3705518245697021,0.0,0.0,"""The result is [DP]7.56[/DP].""","""The result is 8.07.""","""The result is 4.56.""","""The result is 2.43.""","""The result is 8.56.""","""The result is [DP]2.1265[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]2.8607[/DP].""","""The result is [DP]146.8007[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]12.8715[/DP]."""
49,What diagnosis is most commonly treated with Mindfulness-Based Therapy?,1.350541224549904,8.439567804336548,2.9152626991271973,0.0,0.0,"""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder"""
50,How many patients received Cognitive Behavioral Therapy?,0.5226303807974494,4.756515741348267,3.9664528369903564,0.0,0.00823831558227539,"""The result is [DP]117[/DP].""","""The result is 117.55.""","""The result is 117.0.""","""The result is 101.68.""","""The result is 116.0.""","""The result is [DP]0.0006[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]50.2066[/DP].""","""The result is [DP]8.1808[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]206.7653[/DP]."""
51,What is the average symptom severity for patients in Cognitive Behavioral Therapy?,0.9181457884751146,3.3400299549102783,2.3026504516601562,0.0,0.0,"""The result is [DP]7.31[/DP].""","""The result is 7.22.""","""The result is 9.31.""","""The result is 0.""","""The result is 6.31.""","""The result is [DP]0.0005[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]14.2356[/DP].""","""The result is [DP]999.4445[/DP].""","""The result is [DP]302.7518[/DP].""","""The result is [DP]143.5865[/DP]."""
52,What diagnosis is most commonly treated with Cognitive Behavioral Therapy?,0.25312319302722175,2.3031487464904785,1.3446202278137207,0.0,0.0,"""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder""","""Major Depressive Disorder"""
53,How many patients received Dialectical Behavioral Therapy?,0.5370197253372814,2.428377151489258,1.077326774597168,0.0,0.001531362533569336,"""The result is [DP]129[/DP].""","""The result is 132.43.""","""The result is 129.0.""","""The result is 116.31.""","""The result is 134.0.""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.4605[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]451.905[/DP]."""
54,What is the average symptom severity for patients in Dialectical Behavioral Therapy?,0.9181457884751146,2.228698968887329,1.1435115337371826,0.0,0.006376504898071289,"""The result is [DP]7.33[/DP].""","""The result is 7.68.""","""The result is 7.33.""","""The result is 1.6.""","""The result is 9.33.""","""The result is [DP]135.7034[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]2.7558[/DP].""","""The result is [DP]981.8249[/DP].""","""The result is [DP]948.9495[/DP].""","""The result is [DP]113.8854[/DP]."""
55,What diagnosis is most commonly treated with Dialectical Behavioral Therapy?,0.8993786248373329,1.770402193069458,0.7497448921203613,0.0,0.0,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
56,How many patients showed Improved?,0.918142078633442,3.2148046493530273,2.360166072845459,0.0,0.0,"""The result is [DP]170[/DP].""","""The result is 168.59.""","""The result is 168.0.""","""The result is 163.84.""","""The result is 166.0.""","""The result is [DP]0.1788[/DP].""","""The result is [DP]771.5469[/DP].""","""The result is [DP]98.0677[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]759.4696[/DP]."""
57,What is the average treatment progress for patients who Improved?,0.8993786248373329,2.3949954509735107,1.537019968032837,0.0,0.0036864280700683594,"""The result is [DP]7.52[/DP].""","""The result is 7.36.""","""The result is 3.52.""","""The result is 6.12.""","""The result is 11.52.""","""The result is [DP]694.1002[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]8.0865[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]143.6213[/DP]."""
58,How many patients showed No Change?,0.25312319302722175,2.0900683403015137,1.1202502250671387,0.0,0.0,"""The result is [DP]159[/DP].""","""The result is 158.47.""","""The result is 159.0.""","""The result is 196.64.""","""The result is 121.0.""","""The result is [DP]974.3235[/DP].""","""The result is [DP]609.0362[/DP].""","""The result is [DP]50.7146[/DP].""","""The result is [DP]987.6559[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]47.9604[/DP]."""
59,What is the average treatment progress for patients who No Change?,0.5226303807974494,2.1098926067352295,1.1817412376403809,0.0,0.0,"""The result is [DP]7.57[/DP].""","""The result is 8.94.""","""The result is 11.57.""","""The result is 18.85.""","""The result is 8.57.""","""The result is [DP]0.548[/DP].""","""The result is [DP]736.8999[/DP].""","""The result is [DP]13.3194[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.2157[/DP]."""
60,How many patients showed Deteriorated?,0.21977188989255456,1.8204097747802734,1.0298774242401123,0.0,0.0,"""The result is [DP]171[/DP].""","""The result is 170.62.""","""The result is 171.0.""","""The result is 182.25.""","""The result is 180.0.""","""The result is [DP]987.4683[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]884.9968[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]184.8865[/DP]."""
61,What is the average treatment progress for patients who Deteriorated?,0.21977188989255456,1.7498893737792969,0.7999954223632812,0.0,0.0,"""The result is [DP]7.22[/DP].""","""The result is 0.""","""The result is 7.22.""","""The result is 0.""","""The result is 44.22.""","""The result is [DP]0.003[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]5.1287[/DP].""","""The result is [DP]995.8513[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1.7823[/DP]."""
62,How many Male patients are diagnosed with Panic Disorder?,0.18273699254356746,3.890225410461426,2.4298250675201416,0.0,0.0,"""The result is [DP]65[/DP].""","""The result is 68.65.""","""The result is 65.0.""","""The result is 97.31.""","""The result is 101.0.""","""The result is [DP]87.9596[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]68.9906[/DP].""","""The result is [DP]446.5601[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.7101[/DP]."""
63,What is the average sleep quality for Male patients?,1.0368546195518356,2.086141586303711,0.8860242366790771,0.0,0.006009101867675781,"""The result is [DP]6.31[/DP].""","""The result is 5.54.""","""The result is 5.31.""","""The result is 8.18.""","""The result is 6.31.""","""The result is [DP]0.0613[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.8214[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]2.405[/DP]."""
64,Which medication is most commonly prescribed to Male patients?,1.350541224549904,2.2640764713287354,1.0441391468048096,0.0,0.0,"""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics""","""Antipsychotics"""
65,How many Female patients are diagnosed with Panic Disorder?,0.9181457884751146,2.179784059524536,1.150052785873413,0.0,0.0,"""The result is [DP]51[/DP].""","""The result is 49.91.""","""The result is 49.0.""","""The result is 47.11.""","""The result is 48.0.""","""The result is [DP]589.6038[/DP].""","""The result is [DP]264.8615[/DP].""","""The result is [DP]71.4104[/DP].""","""The result is [DP]999.9863[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]459.0901[/DP]."""
66,What is the average sleep quality for Female patients?,1.350541224549904,1.954763412475586,0.8251614570617676,0.0,0.0026466846466064453,"""The result is [DP]6.66[/DP].""","""The result is 7.85.""","""The result is 5.66.""","""The result is 8.2.""","""The result is 8.66.""","""The result is [DP]331.4584[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]10.6554[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]607.6978[/DP].""","""The result is [DP]0.1804[/DP]."""
67,Which medication is most commonly prescribed to Female patients?,0.25312319302722175,1.764831781387329,0.8500196933746338,0.0,0.0,"""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines""","""Benzodiazepines"""
68,How many patients had an AI-detected emotional state of Anxious?,0.9189598761607718,2.148688316345215,1.2550721168518066,0.0,0.0,"""The result is [DP]102[/DP].""","""The result is 101.91.""","""The result is 102.0.""","""The result is 101.85.""","""The result is 98.0.""","""The result is [DP]0.4875[/DP].""","""The result is [DP]866.2477[/DP].""","""The result is [DP]119.2099[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]876.8626[/DP].""","""The result is [DP]210.1155[/DP]."""
69,What is the average mood score for patients marked as Anxious?,0.7715746304029494,2.0968286991119385,1.1139817237854004,0.0,0.0,"""The result is [DP]5.19[/DP].""","""The result is 0.78.""","""The result is 3.19.""","""The result is 2.27.""","""The result is 9.19.""","""The result is [DP]196.6797[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]2.9123[/DP].""","""The result is [DP]240.2115[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]12.4151[/DP]."""
70,How many patients had an AI-detected emotional state of Neutral?,0.5370197253372814,2.124067544937134,0.9741377830505371,0.0,0.0,"""The result is [DP]87[/DP].""","""The result is 84.48.""","""The result is 88.0.""","""The result is 92.75.""","""The result is 77.0.""","""The result is [DP]873.3896[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]344.0062[/DP].""","""The result is [DP]877.445[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.3306[/DP]."""
71,What is the average mood score for patients marked as Neutral?,0.21977188989255456,2.200148344039917,1.3102550506591797,0.0,0.0,"""The result is [DP]5.67[/DP].""","""The result is 0.""","""The result is 5.67.""","""The result is 4.58.""","""The result is 5.67.""","""The result is [DP]20.9163[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]33.422[/DP].""","""The result is [DP]4.0624[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]11.1437[/DP]."""
72,How many patients had an AI-detected emotional state of Happy?,0.5370197253372814,2.0757241249084473,1.209812879562378,0.0,0.0,"""The result is [DP]78[/DP].""","""The result is 78.88.""","""The result is 77.0.""","""The result is 77.57.""","""The result is 67.0.""","""The result is [DP]1.5553[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]181.8613[/DP].""","""The result is [DP]999.9713[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]250.9604[/DP]."""
73,What is the average mood score for patients marked as Happy?,0.5370197253372814,4.999770164489746,2.2798635959625244,0.0,0.0,"""The result is [DP]5.28[/DP].""","""The result is 12.98.""","""The result is 5.28.""","""The result is 3.45.""","""The result is 18.28.""","""The result is [DP]0.0297[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.5929[/DP].""","""The result is [DP]10.9274[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.932[/DP]."""
74,How many patients had an AI-detected emotional state of Excited?,0.8617224173568258,2.1300370693206787,1.0201077461242676,0.0,0.0,"""The result is [DP]85[/DP].""","""The result is 84.31.""","""The result is 82.0.""","""The result is 83.21.""","""The result is 89.0.""","""The result is [DP]34.3021[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]35.6866[/DP].""","""The result is [DP]985.7549[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.3444[/DP]."""
75,What is the average mood score for patients marked as Excited?,0.1,2.1297645568847656,1.0002269744873047,0.0,0.0036859512329101562,"""The result is [DP]5.85[/DP].""","""The result is 18.37.""","""The result is 5.85.""","""The result is 27.17.""","""The result is 31.85.""","""The result is [DP]0.031[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]2.1925[/DP].""","""The result is [DP]0.0066[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]13.2187[/DP]."""
76,How many patients had an AI-detected emotional state of Stressed?,0.9189598761607718,3.2502167224884033,1.7199745178222656,0.0,0.0,"""The result is [DP]79[/DP].""","""The result is 80.12.""","""The result is 79.0.""","""The result is 79.54.""","""The result is 75.0.""","""The result is [DP]230.7203[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]521.8257[/DP].""","""The result is [DP]999.9965[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]740.0289[/DP]."""
77,What is the average mood score for patients marked as Stressed?,0.8993786248373329,1.879913330078125,0.9187731742858887,0.0,0.0,"""The result is [DP]5.42[/DP].""","""The result is 4.33.""","""The result is 5.42.""","""The result is 6.7.""","""The result is 6.42.""","""The result is [DP]998.1615[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.5325[/DP].""","""The result is [DP]999.9194[/DP].""","""The result is [DP]822.7158[/DP].""","""The result is [DP]58.622[/DP]."""
78,How many patients had an AI-detected emotional state of Depressed?,0.8617224173568258,1.859968900680542,0.9099698066711426,0.0,0.00959920883178711,"""The result is [DP]69[/DP].""","""The result is 70.29.""","""The result is 68.0.""","""The result is 58.14.""","""The result is 71.0.""","""The result is [DP]0.5541[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]37.4718[/DP].""","""The result is [DP]988.2884[/DP].""","""The result is [DP]972.5583[/DP].""","""The result is [DP]135.6521[/DP]."""
79,What is the average mood score for patients marked as Depressed?,0.21977188989255456,1.7799129486083984,0.8601284027099609,0.0,0.0,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
80,What is the average sleep quality for patients with treatment duration over 10 weeks?,0.8617224173568258,1.8902688026428223,0.8303606510162354,0.0,0.0,"""The result is [DP]6.44[/DP].""","""The result is 6.74.""","""The result is 5.44.""","""The result is 22.93.""","""The result is 2.44.""","""The result is [DP]5.2733[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]100.3864[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]806.7482[/DP].""","""The result is [DP]220.3495[/DP]."""
81,How many patients have a stress level of 9 or higher?,0.18273699254356746,1.9469311237335205,1.05021071434021,0.0,0.007275819778442383,"""The result is [DP]174[/DP].""","""The result is 177.3.""","""The result is 173.0.""","""The result is 172.42.""","""The result is 168.0.""","""The result is [DP]998.5461[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]279.0951[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]853.5596[/DP]."""
82,What is the most common diagnosis among patients younger than 35?,0.23211822891717815,2.2432186603546143,1.0928235054016113,0.0,0.0,"""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder""","""Panic Disorder"""
83,How does physical activity correlate with mood score?,0.21977188989255456,2.029611587524414,0.8211750984191895,0.0,0.0,"""The result is [DP]0.02[/DP].""","""The result is 0.""","""The result is 0.02.""","""The result is 0.""","""The result is 0.""","""The result is [DP]757.8912[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.23[/DP].""","""The result is [DP]950.9585[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.5587[/DP]."""
84,What is the median symptom severity for patients on SSRIs?,0.21977188989255456,2.280129909515381,1.2303640842437744,0.0,0.0,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
85,Which therapy is linked with the best outcomes for Generalized Anxiety?,0.9181457884751146,2.2501602172851562,0.9800326824188232,0.0,0.0,"""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]""","""Error executing query: agg function failed [how->mean,dtype->object]"""
86,Are patients with Bipolar Disorder more likely to be prescribed Antipsychotics or Mood Stabilizers?,1.350541224549904,2.209535598754883,1.1423466205596924,0.0,0.0,"""Antipsychotics: [DP]25[/DP] Mood Stabilizers: [DP]23[/DP] Antidepressants: [DP]22[/DP] Benzodiazepines: [DP]22[/DP] SSRIs: [DP]16[/DP] Anxiolytics: [DP]16[/DP]""","""Antipsychotics: 23.89 Mood Stabilizers: 22.28 Antidepressants: 21.87 Benzodiazepines: 21.39 SSRIs: 15.49 Anxiolytics: 17.0""","""Antipsychotics: 24.0 Mood Stabilizers: 23.0 Antidepressants: 17.0 Benzodiazepines: 22.0 SSRIs: 16.0 Anxiolytics: 17.0""","""Antipsychotics: 23.76 Mood Stabilizers: 22.33 Antidepressants: 26.92 Benzodiazepines: 24.05 SSRIs: 15.29 Anxiolytics: 15.85""","""Antipsychotics: 21.0 Mood Stabilizers: 20.0 Antidepressants: 22.0 Benzodiazepines: 23.0 SSRIs: 16.0 Anxiolytics: 11.0""","""Antipsychotics: [DP]432.0826[/DP] Mood Stabilizers: [DP]0.0815[/DP] Antidepressants: [DP]999.9997[/DP] Benzodiazepines: [DP]11.1182[/DP] SSRIs: [DP]0.0034[/DP] Anxiolytics: [DP]811.2722[/DP]""","""Antipsychotics: [DP]627.8163[/DP] Mood Stabilizers: [DP]498.5922[/DP] Antidepressants: [DP]nan[/DP] Benzodiazepines: [DP]0.0[/DP] SSRIs: [DP]0.0[/DP] Anxiolytics: [DP]nan[/DP]""","""Antipsychotics: [DP]11.3489[/DP] Mood Stabilizers: [DP]10.3924[/DP] Antidepressants: [DP]177.0858[/DP] Benzodiazepines: [DP]3.0663[/DP] SSRIs: [DP]13.6904[/DP] Anxiolytics: [DP]21.4115[/DP]""","""Antipsychotics: [DP]0.0085[/DP] Mood Stabilizers: [DP]0.1104[/DP] Antidepressants: [DP]0.0216[/DP] Benzodiazepines: [DP]0.0[/DP] SSRIs: [DP]0.0005[/DP] Anxiolytics: [DP]207.0428[/DP]""","""Antipsychotics: [DP]nan[/DP] Mood Stabilizers: [DP]312.759[/DP] Antidepressants: [DP]nan[/DP] Benzodiazepines: [DP]nan[/DP] SSRIs: [DP]nan[/DP] Anxiolytics: [DP]nan[/DP]""","""Antipsychotics: [DP]1.3298[/DP] Mood Stabilizers: [DP]3.3525[/DP] Antidepressants: [DP]5.6171[/DP] Benzodiazepines: [DP]16.6014[/DP] SSRIs: [DP]5.9918[/DP] Anxiolytics: [DP]36.6894[/DP]"""
87,What is the average adherence rate for patients receiving Cognitive Behavioral Therapy?,0.918142078633442,2.3548662662506104,0.9448821544647217,0.0,0.0,"""The result is [DP]75.02[/DP].""","""The result is 74.27.""","""The result is 80.02.""","""The result is 72.74.""","""The result is 83.02.""","""The result is [DP]893.982[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]25.8165[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]14.851[/DP]."""
88,How many patients started treatment after February 2024?,0.25312319302722175,2.285076379776001,0.7883951663970947,0.0,0.0,"""The result is [DP]192[/DP].""","""The result is 194.29.""","""The result is 192.0.""","""The result is 168.39.""","""The result is 239.0.""","""The result is [DP]999.9994[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]9.0266[/DP].""","""The result is [DP]970.3028[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]11.0173[/DP]."""
89,Which gender shows higher treatment progress on average?,0.794007125837763,2.0414679050445557,1.0402181148529053,0.0,0.0015175342559814453,"""Female: [DP]7.34[/DP] Male: [DP]7.52[/DP]""","""Female: 10.52 Male: 9.48""","""Female: 7.34 Male: 7.52""","""Female: 3.59 Male: 11.16""","""Female: 13.34 Male: 11.52""","""Female: [DP]895.2893[/DP] Male: [DP]0.0081[/DP]""","""Female: [DP]nan[/DP] Male: [DP]nan[/DP]""","""Female: [DP]2.9875[/DP] Male: [DP]0.9699[/DP]""","""Female: [DP]978.2991[/DP] Male: [DP]0.0[/DP]""","""Female: [DP]228.1633[/DP] Male: [DP]nan[/DP]""","""Female: [DP]0.1362[/DP] Male: [DP]0.1569[/DP]"""
90,What diagnosis is most common among patients with emotional state Stressed?,0.8993786248373329,2.678823471069336,1.5289306640625,0.0,0.0,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
91,How many Male patients have Generalized Anxiety and are on Benzodiazepines?,0.794007125837763,2.888806104660034,1.6139249801635742,0.0,0.0046024322509765625,"""The result is [DP]6[/DP].""","""The result is 6.21.""","""The result is 7.0.""","""The result is 3.05.""","""The result is 15.0.""","""The result is [DP]926.5539[/DP].""","""The result is [DP]603.9476[/DP].""","""The result is [DP]1.565[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]22.934[/DP]."""
92,What are the top 3 diagnoses by number of patients?,1.1038400552956573,2.7050328254699707,0.7297816276550293,0.0,0.00011467933654785156,"""Generalized Anxiety: [DP]135[/DP] Major Depressive Disorder: [DP]125[/DP] Bipolar Disorder: [DP]124[/DP]""","""Generalized Anxiety: 135.07 Major Depressive Disorder: 125.0 Bipolar Disorder: 123.48""","""Generalized Anxiety: 138.0 Major Depressive Disorder: 118.0 Bipolar Disorder: 126.0""","""Generalized Anxiety: 136.81 Major Depressive Disorder: 134.39 Bipolar Disorder: 120.22""","""Generalized Anxiety: 138.0 Major Depressive Disorder: 127.0 Bipolar Disorder: 127.0""","""Generalized Anxiety: [DP]256.1023[/DP] Major Depressive Disorder: [DP]999.9614[/DP] Bipolar Disorder: [DP]729.889[/DP]""","""Generalized Anxiety: [DP]nan[/DP] Major Depressive Disorder: [DP]0.0[/DP] Bipolar Disorder: [DP]nan[/DP]""","""Generalized Anxiety: [DP]356.5018[/DP] Major Depressive Disorder: [DP]137.1215[/DP] Bipolar Disorder: [DP]661.7486[/DP]""","""Generalized Anxiety: [DP]999.2838[/DP] Major Depressive Disorder: [DP]0.0[/DP] Bipolar Disorder: [DP]0.0001[/DP]""","""Generalized Anxiety: [DP]0.0[/DP] Major Depressive Disorder: [DP]0.0[/DP] Bipolar Disorder: [DP]0.0[/DP]""","""Generalized Anxiety: [DP]875.5512[/DP] Major Depressive Disorder: [DP]170.2197[/DP] Bipolar Disorder: [DP]114.3385[/DP]"""
